Colony	Reef	Mean_Control_Proportion	Mean_34_Proportion	Mean_34.5_Proportion	Mean_35_Proportion	Mean_Heated_Proportion	ControlVBSEnd	Retention	Depth	Group	North	Forereef	Proportion_Percent_Remaining_34	Proportion_Percent_Remaining_34.5	Proportion_Percent_Remaining_35	Mean_Heated_VBS_Initial	Mean_Heated_VBS_Day_1	Mean_Heated_VBS_Day_2	Mean_Control_VBS_Initial	Mean_Control_VBS_Day_1	Mean_Control_VBS_Day_2	Mean_34_VBS_Day_1	Mean_34_VBS_Day_2	Mean_34.5_VBS_Day_1	Mean_34.5_VBS_Day_2	Mean_35_VBS_Day_1	Mean_35_VBS_Day_2	Temperature	MaxTemp	TempVariances	Proportion_VBS_Remaining_Control_Day_1	Proportion_VBS_Remaining_Control_Day_2	Proportion_VBS_Remaining_Heated_Day_1	Proportion_VBS_Remaining_Heated_Day_2	Heated.Mean.VBS.2	VBS.Delta	Final.Heated.VBS.Bleaching.Criterion	Top	Bottom	Mean_Percent_VBS_Reamining_Heated	Mean_Percent_Proportion_Reamining_Heated	Percent_VBS_Remaining_35_Day_1	Percent_VBS_Remaining_35_Day_2	Percent_VBS_Remaining_34_Day_1	Percent_VBS_Remaining_34_Day_2	Percent_VBS_Remaining_34.5_Day_1	Percent_VBS_Remaining_34.5_Day_2	Residuals	Growth	Size	GroupFactor	Temp32
336	32	0.19182457	0.035356463	0	NA	0.026517347	1.5	0.138237491	NA	4	1	0	0.184316655	0	NA	1.333333333	2.666666667	4	1	1.5	1.5	3	5	2	2	3	5	871	32.497	0.334901245	0.666666667	0.666666667	0.5	0.333333333	4	-2.5	0	0	1	0.375	0.092158328	0.5	0.3	0.5	0.3	0.75	0.75	-0.283257813	NA	NA	4	29
338	32	0.14266217	0.031978975	0.063185746	NA	0.04758236	2	0.333531729	1.32856704	4	1	0	0.224158758	0.442904701	NA	2	3.333333333	4	1.5	2.5	2	3	4	3	3	4	5	871	32.497	0.334901245	0.6	0.75	0.6	0.5	4	-2	0	0	1	0.5	0.333531729	0.5	0.4	0.666666667	0.5	0.666666667	0.666666667	-0.150979657	0.964798103	2.995256223	4	29
339	32	0.120563958	0.054449554	0.061972042	NA	0.058210798	2	0.482820892	1.32856704	4	1	0	0.451623805	0.514017978	NA	2.333333333	3.333333333	4	2	2	2	3	4	3	3	4	5	871	32.497	0.334901245	1	1	0.7	0.583333333	4	-2	0	0	0	0.5	0.482820892	0.5	0.4	0.666666667	0.5	0.666666667	0.666666667	-0.050728171	1.061014738	3.178010996	4	29
340	32	0.102124176	0.03270508	0.091745866	NA	0.062225473	2.5	0.609311872	1.22856704	4	1	0	0.320248167	0.898375576	NA	2	3.333333333	4	2	2.5	2.5	3	4	3	3	4	5	871	32.497	0.334901245	0.8	0.8	0.6	0.5	4	-1.5	0	0	0	0.625	0.609311872	0.625	0.5	0.833333333	0.625	0.833333333	0.833333333	0.034843477	1.005566515	2.918862406	4	29
344	44	0.162031744	0.100630921	0.067935333	NA	0.084283127	1.5	0.520164289	NA	4	1	0	0.621056825	0.419271753	NA	2	2	2.833333333	2.5	1.5	1.5	2	3	2	3.5	NA	NA	486	32.188	0.325602272	1.666666667	1.666666667	1	0.705882353	3.25	-1.75	0	0	0	0.461538462	0.520164289	NA	NA	0.75	0.5	0.75	0.428571429	0.078635516	NA	NA	4	3
351	62	0.198818798	0.116566898	0.128471608	0.067981514	0.104340006	2	0.524799504	0.11624864	5	1	1	0.586297167	0.646174351	0.341926994	2	3	3.666666667	1.5	1	2	3	3	3	4	3	4	1321.5	33.326	0.461027211	1.5	0.75	0.666666667	0.545454545	3.666666667	-1.666666667	1	0	0	0.545454545	0.524799504	0.666666667	0.5	0.666666667	0.666666667	0.666666667	0.5	0.164904107	NA	NA	5	98
352	62	0.112001674	0.164132829	0.062077412	0.052135924	0.092782055	1.5	0.828398824	0.11624864	5	1	1	1.465449784	0.554254328	0.465492361	1	2.666666667	3.333333333	1	1	1.5	2	2	3	4	3	4	1321.5	33.326	0.461027211	1	0.666666667	0.375	0.3	3.333333333	-1.833333333	1	1	0	0.45	0.828398824	0.5	0.375	0.75	0.75	0.5	0.375	0.275849376	1.107889059	2.203081856	5	98
353	62	0.049988038	0.055751541	0.064358022	0.034038095	0.051382553	2	1.027896981	NA	5	1	1	1.115297654	1.287468472	0.680924815	1.666666667	3.333333333	3.333333333	1.5	1.5	2	3	3	3	3	4	4	1321.5	33.326	0.461027211	1	0.75	0.5	0.5	3.333333333	-1.333333333	1	1	0	0.6	1.027896981	0.5	0.5	0.666666667	0.666666667	0.666666667	0.666666667	0.337734379	NA	NA	5	98
356	62	0.053007905	0.056840601	0.053403177	0.060153688	0.056799155	2.5	1.071522352	NA	5	1	1	1.072304234	1.007456846	1.134805975	2	4	4	1.5	2	2.5	4	4	4	4	4	4	1321.5	33.326	0.461027211	0.75	0.6	0.5	0.5	4	-1.5	1	1	0	0.625	1.071522352	0.625	0.625	0.625	0.625	0.625	0.625	0.388061074	NA	NA	5	98
359	62	0.040922384	0.027538877	0.070896924	NA	0.0492179	2.5	1.20271342	NA	5	1	1	0.67295387	1.73247297	NA	1.333333333	3	3.333333333	1	1.5	2.5	3	3	2	2	4	5	1321.5	33.326	0.461027211	0.666666667	0.4	0.444444444	0.4	3.333333333	-0.833333333	0	1	0	0.75	1.20271342	0.625	0.5	0.833333333	0.833333333	1.25	1.25	0.492433417	NA	NA	5	98
360	62	0.042745913	0	0.01691854	NA	0.00845927	2.5	0.197896578	NA	5	1	1	0	0.395793156	NA	1.666666667	4	4.333333333	1.5	2	2.5	4	4	4	4	4	5	1321.5	33.326	0.461027211	0.75	0.6	0.416666667	0.384615385	4.333333333	-1.833333333	0	0	1	0.576923077	0.197896578	0.625	0.5	0.625	0.625	0.625	0.625	-0.508336869	NA	NA	5	98
371	65	0.066491364	0.043896605	0.017750375	0.020130216	0.027259065	1.5	0.409963998	1.816759179	5	1	1	0.660185061	0.266957595	0.302749338	1	3.333333333	3.666666667	1	1.5	1.5	3	3	4	4	3	4	151.3333333	31.88	0.260238606	0.666666667	0.666666667	0.3	0.272727273	3.666666667	-2.166666667	1	0	0	0.409090909	0.409963998	0.5	0.375	0.5	0.5	0.375	0.375	-0.243576421	1	2.834739496	5	0
372	65	0.058682733	0.127451302	0.063477205	0.057589261	0.082839256	1.5	1.411646185	0.516759179	5	1	1	2.171870602	1.081701575	0.981366377	1	2.666666667	2.666666667	1	1.5	1.5	2	1	3	3	3	4	151.3333333	31.88	0.260238606	0.666666667	0.666666667	0.375	0.375	2.666666667	-1.166666667	1	1	0	0.5625	1.411646185	0.5	0.375	0.75	1.5	0.5	0.5	0.740777798	1.033459205	2.403754788	5	0
373	65	0.088270422	0.183399048	0.11922348	NA	0.158583479	1	1.79656419	1.816759179	5	1	1	2.077695375	1.350661723	1.961335472	1	2.333333333	2.833333333	1	1	1	2	2	2	3.5	3	3	151.3333333	31.88	0.260238606	1	1	0.428571429	0.352941176	2.833333333	-1.833333333	1	1	0	0.352941176	1.79656419	0.333333333	0.333333333	0.5	0.5	0.5	0.285714286	1.191353221	1.120124707	2.74114564	5	0
374	65	0.147760631	0.157401265	0.114926892	0.105370591	0.125899583	2	0.852050928	1.016759179	5	1	1	1.065244942	0.777791021	0.71311682	1	2.666666667	3	1	1.5	2	1	1	3	4	4	4	151.3333333	31.88	0.260238606	0.666666667	0.5	0.375	0.333333333	3	-1	1	1	0	0.666666667	0.852050928	0.5	0.5	2	2	0.666666667	0.5	0.378853429	1.095310074	2.565313605	5	0
375	65	0.182856383	NA	0.065271879	NA	0.097373895	1.5	0.532515699	1.416759179	5	1	1	0.708074328	0.356957071	NA	1	4.333333333	5	1	1.5	1.5	4	5	5	5	4	5	151.3333333	31.88	0.260238606	0.666666667	0.666666667	0.230769231	0.2	5	-3.5	0	0	0	0.3	0.532515699	0.375	0.3	0.375	0.3	0.3	0.3	0.137198445	1.018394133	2.514867358	5	0
379	65	0.213778543	0.125807609	0.048223989	NA	0.087015799	1.5	0.407037105	0.616759179	5	1	1	0.588495026	0.225579183	NA	1.333333333	3.333333333	4.333333333	1	1.5	1.5	3	4	4	4	3	5	151.3333333	31.88	0.260238606	0.666666667	0.666666667	0.4	0.307692308	4.333333333	-2.833333333	0	0	0	0.346153846	0.407037105	0.5	0.3	0.5	0.375	0.375	0.375	0.080338562	1.129454196	2.589434373	5	0
381	61	0.106153892	0.069029855	0.07710331	0.046614758	0.064249308	1.5	0.605246842	0.334654566	5	1	1	0.650280963	0.726335216	0.439124347	1.666666667	3.333333333	3	1.5	1.5	1.5	3	3	3	2	4	4	1526	33.326	0.41881165	1	1	0.5	0.555555556	3	-1.5	1	0	0	0.5	0.605246842	0.375	0.375	0.5	0.5	0.5	0.75	0.039720704	1.055622593	3.037937796	5	131
382	61	0.136663916	0.138557495	0.143482989	NA	0.141020242	1.5	1.0318762	0.434654566	5	1	1	1.013855736	1.049896663	NA	1	2	1.666666667	1	1.5	1.5	2	1	2	2	2	2	1526	33.326	0.41881165	0.666666667	0.666666667	0.5	0.6	1.666666667	-0.166666667	1	1	0	0.9	1.0318762	0.75	0.75	0.75	1.5	0.75	0.75	0.534054213	1.024619884	3.256253259	5	131
383	61	0.101029487	0.130396106	0.106060519	0.116358865	0.117605163	2	1.164067705	0.434654566	5	1	1	1.290673739	1.049797656	1.151731719	1	2.333333333	2.666666667	1.5	1.5	2	2	2	3	3	2	3	1526	33.326	0.41881165	1	0.75	0.428571429	0.375	2.666666667	-0.666666667	1	1	0	0.75	1.164067705	1	0.666666667	1	1	0.666666667	0.666666667	0.587170108	1.030540352	3.212447975	5	131
384	61	0.21696748	0.178709925	0.115772252	0.0614357	0.118639292	1	0.546806793	-0.165345434	5	1	1	0.823671478	0.533592644	0.283156257	1.666666667	2	2.333333333	1.5	1.5	1	1	1	2	2	3	4	1526	33.326	0.41881165	1	1.5	0.833333333	0.714285714	2.333333333	-1.333333333	1	0	0	0.428571429	0.546806793	0.333333333	0.25	1	1	0.5	0.5	0.227184755	NA	NA	5	131
385	61	0.019793993	0.020281358	0.006314324	0.00699026	0.011195314	2	0.565591494	0.334654566	5	1	1	1.02462188	0.319002023	0.353150579	1.666666667	3.666666667	3.666666667	2	2	2	3	3	4	4	4	4	1526	33.326	0.41881165	1	1	0.454545455	0.454545455	3.666666667	-1.666666667	1	0	0	0.545454545	0.565591494	0.5	0.5	0.666666667	0.666666667	0.5	0.5	-0.191574076	1.0510429	3.256253259	5	131
388	61	0.07521251	0.078877853	0.066647249	0.021045595	0.055523566	2	0.738222482	NA	5	1	1	1.048733159	0.886119198	0.27981509	1.333333333	3	4	1	1.5	2	3	4	3	3	3	5	1526	33.326	0.41881165	0.666666667	0.5	0.444444444	0.333333333	4	-2	0	1	0	0.5	0.738222482	0.666666667	0.4	0.666666667	0.5	0.666666667	0.666666667	0.104034976	NA	NA	5	131
391	60	0.140352814	0.030578769	0.033746683	0.060811548	0.041712334	2	0.297196276	NA	5	1	1	0.217870726	0.2404418	0.433276303	1.333333333	3.666666667	3.333333333	1	1.5	2	3	2	3	3	5	5	1515	32.807	0.477653483	0.666666667	0.5	0.363636364	0.4	3.333333333	-1.333333333	0	0	1	0.6	0.297196276	0.4	0.4	0.666666667	1	0.666666667	0.666666667	-0.192439754	NA	NA	5	81
392	60	0.026622265	0.021104902	0.015976158	0.010268936	0.015783332	2.5	0.592862114	NA	5	1	1	0.79275381	0.600105152	0.385727379	1.666666667	3.666666667	3.666666667	1.5	2	2.5	3	3	3	3	5	5	1515	32.807	0.477653483	0.75	0.6	0.454545455	0.454545455	3.666666667	-1.166666667	0	0	0	0.681818182	0.592862114	0.5	0.5	0.833333333	0.833333333	0.833333333	0.833333333	-0.149150983	NA	NA	5	81
394	60	0.059520344	0.040259337	0.056319794	0.062054824	0.052877985	1.5	0.888401868	0.68169	5	1	1	0.676396238	0.946227627	1.04258174	1	2.666666667	2.333333333	1.5	1	1.5	3	2	2	2	3	3	1515	32.807	0.477653483	1.5	1	0.375	0.428571429	2.333333333	-0.833333333	1	1	0	0.642857143	0.888401868	0.5	0.5	0.5	0.75	0.75	0.75	0.219392207	NA	NA	5	81
395	60	0.026019009	0.034474455	0.012731656	0.024835593	0.024013901	2.5	0.922936797	1.38169	5	1	1	1.324971844	0.489321304	0.954517241	2	3.333333333	3.666666667	2	2	2.5	3	3	3	4	4	4	1515	32.807	0.477653483	1	0.8	0.6	0.545454545	3.666666667	-1.166666667	1	1	0	0.681818182	0.922936797	0.625	0.625	0.833333333	0.833333333	0.833333333	0.625	0.179585029	1.04141731	2.721093869	5	81
397	60	0.068067064	0.071189757	0.02948659	NA	0.050338173	2.666666667	0.739537895	0.68169	5	1	1	1.04587671	0.43319908	NA	2	4	4.333333333	1.5	2.5	2.5	4	4	4	4	4	5	1515	32.807	0.477653483	0.6	0.6	0.5	0.461538462	4.333333333	-1.833333333	0	1	0	0.576923077	0.739537895	0.625	0.5	0.625	0.625	0.625	0.625	0.089494081	1.052117629	2.589434373	5	81
398	60	0.103670426	0.097053445	0.058381476	NA	0.077717461	2.5	0.749658931	NA	5	1	1	0.936172922	0.56314494	NA	1.333333333	3.333333333	4	1	2.5	2.5	4	4	3	3	3	5	1515	32.807	0.477653483	0.4	0.4	0.4	0.333333333	4	-1.5	0	1	0	0.625	0.749658931	0.833333333	0.5	0.625	0.625	0.833333333	0.833333333	0.178621786	NA	NA	5	81
400	60	0.12221489	0.095805802	0.027807907	NA	0.061806854	2.5	0.505722784	NA	5	1	1	0.783912679	0.227532889	NA	1.666666667	4.333333333	4.333333333	1.5	2.5	2.5	4	4	4	4	5	5	1515	32.807	0.477653483	0.6	0.6	0.384615385	0.384615385	4.333333333	-1.833333333	0	0	0	0.576923077	0.505722784	0.5	0.5	0.625	0.625	0.625	0.625	-0.024162732	NA	NA	5	81
